id,"gp","fund"
4930,"西藏山南硅谷天堂昌吉投资管理有限公司","嘉兴硅谷天堂盈祥投资合伙企业（有限合伙）"
4931,"西藏山南硅谷天堂昌吉投资管理有限公司","嘉兴硅谷天堂鸿泽投资合伙企业（有限合伙）"
4932,"西藏山南硅谷天堂昌吉投资管理有限公司","嘉兴硅谷天堂瑞炎投资合伙企业（有限合伙）"
4933,"西藏山南硅谷天堂昌吉投资管理有限公司","嘉兴硅谷天堂恒智投资合伙企业（有限合伙）"
4934,"西藏山南硅谷天堂昌吉投资管理有限公司","嘉兴硅谷天堂合盛投资合伙企业（有限合伙）"
4935,"华清恒泰（北京）资本管理有限公司","华清恒泰前海（深圳）投资中心（有限合伙）"
4936,"华清恒泰（北京）资本管理有限公司","华清凯祥（苏州）新能源投资合伙企业（有限合伙）"
4937,"北京紫荆华信投资管理中心（有限合伙）","南通紫荆华通股权投资合伙企业（有限合伙）"
4938,"北京紫荆华信投资管理中心（有限合伙）","宁波保税港区水木瑞博投资管理中心（有限合伙）"
4939,"北京紫荆华信投资管理中心（有限合伙）","福州紫荆海峡科技投资合伙企业（有限合伙）"
4940,"深圳前海君盛创新管理有限公司","深圳君盛北港投资企业（有限合伙）"
4941,"深圳前海君盛创新管理有限公司","珠海高阳至善投资基金（有限合伙）"
4942,"深圳前海君盛创新管理有限公司","君盛万得股权投资基金"
4943,"上海久奕投资管理有限公司","上海久奕睿丰创业投资企业（有限合伙）"
4944,"上海久奕投资管理有限公司","上海奕阳股权投资企业（有限合伙）"
4945,"上海久奕投资管理有限公司","上海久奕一期股权投资基金合伙企业（有限合伙）"
4946,"上海幂方资产管理有限公司","苏州一元幂方医药创业投资合伙企业（有限合伙）"
4947,"上海幂方资产管理有限公司","新余贝塔幂方投资管理中心（有限合伙）"
4948,"上海幂方资产管理有限公司","泰州永达幂方投资中心（有限合伙）"
4949,"上海幂方资产管理有限公司","嘉兴无限极幂方投资管理合伙企业（有限合伙）"
4950,"上海幂方资产管理有限公司","厦门擎天幂方股权投资合伙企业（有限合伙）"
4951,"深圳市华腾资本投资中心（有限合伙）","深圳市华摩投资（有限合伙）"
4952,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾十三号股权投资中心（有限合伙）"
4953,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾七号股权投资中心（有限合伙）"
4954,"深圳市华腾资本投资中心（有限合伙）","深圳市华腾一号投资中心（有限合伙）"
4955,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾二十一号股权投资中心（有限合伙）"
4956,"深圳市华腾资本投资中心（有限合伙）","深圳市华腾二号投资中心（有限合伙）"
4957,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾十四号股权投资中心（有限合伙）"
4958,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾二十号股权投资中心（有限合伙）"
4959,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾十二号股权投资中心（有限合伙）"
4960,"深圳市华腾资本投资中心（有限合伙）","宁波新中川宇股权投资合伙企业（有限合伙）"
4961,"深圳市华腾资本投资中心（有限合伙）","宁波梅山保税港区深华腾十一号股权投资中心（有限合伙）"
4962,"深圳市华腾资本投资中心（有限合伙）","深圳市华腾三号投资中心（有限合伙）"
4963,"深圳市华腾资本投资中心（有限合伙）","深圳市华腾五号投资中心（有限合伙）"
4964,"北京叠金财资产管理有限公司","北京洛子峰创业投资中心（有限合伙）"
4965,"北京叠金财资产管理有限公司","北京叠金华麒投资管理中心（有限合伙）"
4966,"北京叠金财资产管理有限公司","北京叠金嘉瑞投资管理中心（有限合伙）"
4967,"中金前海发展（深圳）基金管理有限公司","前海金桥物流特殊投资贰号基金"
4968,"中金前海发展（深圳）基金管理有限公司","前海金桥物流壹号基金"
4969,"中金前海发展（深圳）基金管理有限公司","杭州富阳独角马投资管理合伙企业（有限合伙）"
4970,"中金前海发展（深圳）基金管理有限公司","前海金桥物流特殊投资基金"
4971,"中金前海发展（深圳）基金管理有限公司","前海金桥物流伍号基金"
4972,"中金前海发展（深圳）基金管理有限公司","前海金桥物流叁号基金"
4973,"中金前海发展（深圳）基金管理有限公司","前海金桥微影院优势基金"
4974,"中金前海发展（深圳）基金管理有限公司","前海金桥智能电网基金"
4975,"中金前海发展（深圳）基金管理有限公司","深圳中金前海壹期创业投资基金（有限合伙）"
4976,"中金前海发展（深圳）基金管理有限公司","前海金桥大数据基金二期"
4977,"中金前海发展（深圳）基金管理有限公司","前海金桥物流贰号基金"
4978,"中金前海发展（深圳）基金管理有限公司","前海金桥独角兽基金壹期"
4979,"中金前海发展（深圳）基金管理有限公司","前海金桥物流肆号基金"
4980,"中金前海发展（深圳）基金管理有限公司","深圳中金前海广纳创业投资合伙企业（有限合伙）"
4981,"中金前海发展（深圳）基金管理有限公司","前海金桥大数据基金"
4982,"中金前海发展（深圳）基金管理有限公司","前海金桥体育基金壹期"
4983,"中金前海发展（深圳）基金管理有限公司","前海金桥安防科技基金"
4984,"中金前海发展（深圳）基金管理有限公司","前海金桥智能电网二期基金"
4985,"中金前海发展（深圳）基金管理有限公司","前海金桥安防基金贰期基金"
4986,"中金前海发展（深圳）基金管理有限公司","前海金桥独角兽基金壹期B"
4987,"中金前海发展（深圳）基金管理有限公司","前海金桥体育基金贰期"
4988,"中金前海发展（深圳）基金管理有限公司","前海金桥安防基金壹期基金"
4989,"中金前海发展（深圳）基金管理有限公司","杭州塘桥投资管理合伙企业（有限合伙）"
4990,"石家庄启瑞投资管理中心（有限合伙）","石家庄高新区中浦创业投资中心（有限合伙）"
4991,"石家庄启瑞投资管理中心（有限合伙）","石家庄汇添投资中心（有限合伙）"
4992,"石家庄启瑞投资管理中心（有限合伙）","邯郸兆瑞创业投资中心（有限合伙）"
4993,"石家庄启瑞投资管理中心（有限合伙）","石家庄昌添创业投资中心（有限合伙）"
4994,"南京紫金久安投资管理有限公司","南京紫金创赢创业投资有限公司"
4995,"南京紫金久安投资管理有限公司","紫金文创股权投资基金"
4996,"南京紫金久安投资管理有限公司","天骄现代服务产业并购基金1号"
4997,"南京紫金久安投资管理有限公司","天骄现代服务产业并购基金2号"
4998,"浙江省创业投资集团有限公司","杭州浙文投资投资有限公司"
4999,"浙江省创业投资集团有限公司","浙江省创业投资集团有限公司"
5000,"浙江省创业投资集团有限公司","浙江省浙创启元创业投资有限公司"
5001,"上海创丰昕汇创业投资管理有限公司","上海创丰智笙创业投资合伙企业（有限合伙）"
5002,"上海创丰昕汇创业投资管理有限公司","上海创丰商报创业投资合伙企业（有限合伙）"
5003,"上海创丰昕汇创业投资管理有限公司","上海伦天投资管理合伙企业（有限合伙）"
5004,"上海创丰昕汇创业投资管理有限公司","上海创丰创业投资合伙企业（有限合伙）"
5005,"上海创丰昕汇创业投资管理有限公司","上海创丰昕舟创业投资合伙企业（有限合伙）"
5006,"上海创丰昕汇创业投资管理有限公司","创丰泛娱乐影视基金壹号"
